brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
Freed of London,Classic Plus (DV Wing),Medium-Tapered,Tapered,Medium,Deep,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Cotton drawstring",Egyptian,122,Available,"Hand-lasted, biodegradable components, deep round vamp MK DancewearBeam & Barre",Traditional Handmade,"🍷, △",https://freedusa.com/,N/A
Freed of London,Classic Plus (DV Wing),Medium-Tapered,Tapered,Soft,Deep,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Cotton drawstring",Egyptian,122,Available,"Hand-lasted, biodegradable components, deep round vamp MK DancewearBeam & Barre",Traditional Handmade,Y,https://freedusa.com/,N/A
Freed of London,Classic Professional,Medium-Tapered,Average,Medium,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,"J, 🛡️, Z",https://freedusa.com/,N/A
Freed of London,Classic Professional,Medium-Tapered,Broad,Soft-Medium,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,V,https://freedusa.com/,N/A
Freed of London,Classic Professional,Medium-Tapered,Broad,Medium-Hard,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,⚓,https://freedusa.com/,N/A
Freed of London,Classic Professional,Medium-Tapered,Average,Soft,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,D,https://freedusa.com/,N/A
Freed of London,Classic Professional,Medium-Tapered,Tapered,Soft,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,"🍷, 🐟, 🏰",https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Average,Medium,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,"R, △",https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Average,Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,"🦋, K",https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Broad,Soft-Medium,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,P,https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Average,Soft,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,"✠, Y",https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Broad,Medium-Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,"👑, G, ♡, ★",https://freedusa.com/,N/A
Freed of London,Classic Professional 90,Square,Tapered,Medium,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"90-degree platform angle, deep round vamp, 3/4 shank DancefashionssuperstoreThepointeshop",Traditional Handmade,𝄞,https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Average,Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,"R, △",https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Average,Super Hard,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,"🦋, K",https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Broad,Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,P,https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Average,Medium-Hard,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,"✠, Y",https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Broad,Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,"👑, G, ♡, ★",https://freedusa.com/,N/A
Freed of London,Classic Professional 90 Hard,Square,Tapered,Strong,Long,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Extra strong under metatarsal, deep V-shaped vamp Pointe Shoes - Freed of London",Traditional Handmade,𝄞,https://freedusa.com/,N/A
Freed of London,Classic Professional Hard,Medium-Tapered,Average,Strong,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,"J, 🛡️, Z",https://freedusa.com/,N/A
Freed of London,Classic Professional Hard,Medium-Tapered,Broad,Strong,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,V,https://freedusa.com/,N/A
Freed of London,Classic Professional Hard,Medium-Tapered,Broad,Strong,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,⚓,https://freedusa.com/,N/A
Freed of London,Classic Professional Hard,Medium-Tapered,Average,Medium-Strong,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,D,https://freedusa.com/,N/A
Freed of London,Classic Professional Hard,Medium-Tapered,Tapered,Medium-Strong,Long,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Natural paste, Elastic drawstring","Greek, Square/Roman",122,Available,"Graduated design strong under metatarsal, flexible under heel Pointe Shoes - Freed of London",Traditional Handmade,"🍷, 🐟, 🏰",https://freedusa.com/,N/A
Freed of London,Studio,Medium-Tapered,Tapered,"Hard, Medium",Deep,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","C, D, E, E, E","Satin upper, Leather sole, Natural paste, Cotton drawstring",Egyptian,114,Available,"Factory-made with standardized procedures, deep V-cut vamp, strong supportive block, tapered platform, slightly dipped sides, hard shank",Traditional Machine‑Made,N/A,https://freedusa.com/,N/A
Freed of London,Studio II,Square,Broad,"Hard, Medium",Deep,Low,Low,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","C, D, E, E, E","Satin upper, Leather sole, Natural paste, Cotton drawstring","Greek, Egyptian",114,Available,"Low-profile, deep U-shaped vamp, square box, wider platform, full hard shank, extremely low-profile design",Traditional Machine‑Made,N/A,https://freedusa.com/,N/A
Freed of London,Studio Opera,Broad,Wide,Soft,Low,Medium,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","C, D, E, E, E","Satin upper, Leather sole, Natural paste, Cotton drawstring","Greek, Egyptian",114,Available,"Lightweight box, soft flexible shank, low round cut vamp, perfect for beginners and professionals wanting supple shank",Traditional Machine‑Made,N/A,https://freedusa.com/,N/A
Freed of London,Studio Professional,Square-Wide,Tapered,"Hard, Medium",Deep,Medium,Low,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","C, D, E, E, E","Satin upper, Leather sole, Natural paste, Elastic drawstring","Egyptian, Greek",120,Available,"3/4 hard shank, cut-down back satin panels, internal shock absorbing platform, strong wing block, tapered platform",Traditional Machine‑Made,N/A,https://freedusa.com/,N/A
Freed of London,Studio Professional Hard,Square-Wide,Tapered,Hard,Deep,Medium,Low,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","C, D, E, E, E","Satin upper, Leather sole, Natural paste, Elastic drawstring","Egyptian, Greek",120,Available,"3/4 hard shank, cut-down back satin panels, internal shock absorbing platform, strong wing block, tapered platform",Traditional Machine‑Made,N/A,https://freedusa.com/,N/A
Gaynor Minden,Europa Classic - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3+ ExtraFlex,Medium,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3+ Feather,Medium,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
Gaynor Minden,Europa Classic - Box 3+ Hard,Medium,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5, 9, 9, ., 5, 1, 0, 1, 0, ., 5, 1, 1, 1, 1, ., 5, 1, 2, 1, 2, ., 5, 1, 3, 1, 3, ., 5","N, a, r, r, o, w, M, e, d, i, u, m, W, i, d, e","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,170,Available,"European-made, most room due to oval shape, U-shaped throat",Advanced Synthetic,N/A,https://dancer.com/?currency=USD,N/A
